restaurantID;name;location;reviewCount;rating;categories;address;Hours;GoodforKids;AcceptsCreditCards;Parking;Attire;GoodforGroups;PriceRange;TakesReservations;Delivery;Takeout;WaiterService;OutdoorSeating;WiFi;GoodFor;Alcohol;NoiseLevel;Ambience;HasTV;Caters;WheelchairAccessible;webSite;phoneNumber;filReviewCount;totalReviews;picturesLinksArray;collegeScore;dateScore;wineScore;beerScore;longitute;latitude;fullAddress
ZFbSCxn8JFL7s7oDBAGdzQ;Bar 9 NYC;Bar 9 NYC - Hell's Kitchen - New York, NY;90;3,5;Nightlife, Bars, Lounges, Restaurants, American (Traditional), Dive Bars, METADATA;807 9th Ave (between 53rd St & 54th St) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West, Theater District;Mon-Sun 12 pm - 4 am;No;Yes;Street;Casual;Yes;$$;No;No;No;Yes;No;No;Late Night;Full Bar;Average;Casual;Yes;No;Yes;http://www.bar9ny.com;(212) 399-9336;20;406;['https://s3-media0.fl.yelpcdn.com/bphoto/Rs_UWKPSNHL9JG_0F5Rifw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/EEp6Z0zBHZh2BTDOxBbtlg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/27XkainP7XOp8BGooqLoJg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/NLpPm57tXusGGw-11xLKvg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/5zfuOZFPRNwFL8eYvuuaDg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/1m0Ba1vLlQosKr9lcjmBKg/l.jpg'];0.009852216748768473;0.029556650246305417;0.014778325123152709;0.10591133004926108;-73.9770877;40.7610807;The Modern - The Bar Room, 9, West 53rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States
L9GlASdPU4rZEc3FWCsE8Q;Wogies;Wogies - West Village - New York, NY;149;4;Nightlife, Bars, Restaurants, American (Traditional), METADATA;39 Greenwich Ave (between Charles St & Perry St) New York, NY 10014 Neighborhood: West Village;Mon-Thu, Sun 11:30 am - 2 am Fri-Sat 11:30 am - 3 am;No;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;Yes;No;Dinner;Full Bar;Average;Casual;Yes;No;Yes;http://www.wogies.com;(212) 229-2171;11;350;['https://s3-media0.fl.yelpcdn.com/bphoto/SHtDT6_YS_pbKDN7kmx76Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/3gVH-k1uLdbf6cSerE49dQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/64ISi1kJfi86PrdYb2qe_A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Ljk9vzffwygQstoKlwP16Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/sySD70fOPwsG4jAEYAIEgQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/vB_s3_ryBz9qaLR6uBiV0w/l.jpg'];0.008571428571428572;0.005714285714285714;0.008571428571428572;0.21714285714285714;-74.0134624;40.7075864;Wogies, 44, Trinity Place, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10006, United States
pDMH30bLymXDCmvAfOhP1g;2A;2A - East Village - New York, NY;94;4;Nightlife, Bars, Dive Bars, METADATA;25 Ave A New York, NY 10009 Neighborhoods: East Village, Alphabet City;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Very Loud;Hipster;Yes;;Yes;;(212) 505-2466;4;157;['https://s3-media0.fl.yelpcdn.com/bphoto/4b2naF-FtGF-qxnRxr3Wsw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ZyO2YRouNoHdN2-GuUvzow/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/fBzynMVi6EmMR8A_iy9EOA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/5AEOWjN1V76TLF5E8PsgUg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/RgZCn8b3-5NhOb-LmX2MJw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/MOfchE-KjSMTrBaHMBVHGg/l.jpg'];0.0;0.06369426751592357;0.03184713375796178;0.09554140127388536;-73.8285271;40.8607975;2A, Hutchinson River Parkway, Bronx County, The Bronx, City of New York, New York, 10461, United States
FWPV-2QYJ7_vcDyW8ciUFw;Cozy Cafe;Cozy Cafe - East Village - New York, NY;79;2,5;Nightlife, Bars, Hookah Bars, METADATA;43 E 1st St (between 1st Ave & 2nd Ave) New York, NY 10003 Neighborhoods: East Village, Lower East Side;Mon-Sun 11 am - 4 am;;No;Street;;Yes;$$;;;;;Yes;;;Beer & Wine Only;Average;Casual;Yes;;No;http://www.cozycafenyc.com;(212) 475-0177;82;226;['https://s3-media0.fl.yelpcdn.com/bphoto/EVN5dd8tDLzM4gir1hkRDw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/99zg0ezaVis-uq4V-3ANgQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ynErwm3rlgo7FKhlIPOhYw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/irJ35uiCYPqHMxPHriK1bQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/RPxcaxsPfaG4908T3MKaAA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/zq0GOnoTNqS3Xx0FRCcs8A/l.jpg'];0.008849557522123894;0.035398230088495575;0.12831858407079647;0.11061946902654868;-74.0258393;40.6358071;Cozy Spot, 6823, 3rd Avenue, Bay Ridge, Brooklyn, Kings County, City of New York, New York, 11220, United States
3E-hq4mt0qJDz-10UjGUGg;Otto's Shrunken Head;Otto's Shrunken Head - East Village - New York, NY;215;4;Nightlife, Bars, METADATA;538 E 14th St (between Avenue A & Avenue B) New York, NY 10009 Neighborhoods: East Village, Alphabet City;;;No;Street;;Yes;$$;;;;;No;;;Full Bar;Very Loud;Divey;No;;Yes;http://www.ottosshrunkenhead.com;(212) 228-2240;27;492;['https://s3-media0.fl.yelpcdn.com/bphoto/JmDYlA7iJ6nqCTttY47azg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/hsqG2Bl-cFq1qNk3kcPzvA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/xPq4A_PbTsrqfdZFne29Eg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/OntTdW2L0vKVJz91weXd5g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/jI38FYLkbz6Mta9GfV3CqA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/MSrYGCUINJQe6u5N19gGUQ/l.jpg'];0.006097560975609756;0.018292682926829267;0.0020325203252032522;0.07723577235772358;-73.9786591;40.7294965;Otto's Shrunken Head Tiki Bar, 538, East 14th Street, Alphabet City, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States
J4pAppaiXwCkbLOGc4wHww;Raines Law Room;Raines Law Room - Flatiron - New York, NY;516;4,5;Nightlife, Bars, Lounges, METADATA;48 W 17th St (between 5th Ave & Avenue Of The Americas) New York, NY 10011 Neighborhood: Flatiron;Mon-Thu 5 pm - 2 am Fri-Sat 5 pm - 3 am Sun 7 pm - 1 am;;Yes;Street;;Yes;$$$;;;;;No;;;Full Bar;Quiet;Classy, Intimate;No;;No;http://www.raineslawroom.com/;;44;1565;['https://s3-media0.fl.yelpcdn.com/bphoto/-RM0TGASrFd-wuOcj4_J6w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/7MvPfeq0Cs2dR6b1axYCTA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/1MDwROZhGa1Hdsz7qzQrsQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/iCa57WrpuRgS0cYL9TuCaQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/yhz5r07fHQChBAp11qWLiQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/5e2hzyVMs74NRNHS3uk2Gg/l.jpg'];0.0038338658146964857;0.20702875399361023;0.012779552715654952;0.008945686900958467;-73.9945926;40.7387302;The Raines Law Room, 48, West 17th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10011, United States
axTcK1tPi9XhvdgAitJHpQ;Pig 'N' Whistle;Pig 'N' Whistle - Midtown West - New York, NY;32;3;Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA;58 W 48th St (between 5th Ave & Rockefeller Plz) New York, NY 10036 Neighborhood: Midtown West;Mon-Sun 11 am - 2 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;;Late Night, Lunch, Dinner;Full Bar;Loud;;Yes;;Yes;http://thepigpub.com/;(212) 819-0095;8;177;['https://s3-media0.fl.yelpcdn.com/bphoto/PUneQeOXhoi8bKGy3bgThA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/TJMJbE9FmjPMCgSWT77cww/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/PeQLm8kBiQvPzitEdlnqQA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/EwIMDdCUj5yPsMymj4RuSw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/pyldirt-W1JuTJuwiPdY2w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/YJ-p2a8vvsIqhWsmqmDxWw/l.jpg'];0.005649717514124294;0.0;0.03954802259887006;0.11299435028248588;-73.9805063;40.7581616;Pig'n'Whistle, 58, West 48th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10036, United States
xyTEcW2viCVb13vu3iXDjA;Wicked Willy's;Wicked Willy's - Greenwich Village - New York, NY;207;3;Nightlife, Bars, Karaoke, METADATA;149 Bleecker St (between Laguardia Pl & Thompson St) New York, NY 10012 Neighborhood: Greenwich Village;Mon-Sun 4 pm - 4 am;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Very Loud;Divey, Casual;Yes;;No;;(212) 254-8592;24;722;['https://s3-media0.fl.yelpcdn.com/bphoto/ulT0hQ8HE_B5rF8mFQHEqQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/zr99CRbu2q461P0s_CgSYA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/OkhOCXc9Vc7-GGPskueTAA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/rTVreXdFc31WcMKkbrve8Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Q1sKHOP9CILMWLx8YW2LRw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/em4tg8kucq1jNlzAybeBxA/l.jpg'];0.10526315789473684;0.01662049861495845;0.00554016620498615;0.31024930747922436;-73.999318;40.728375;Wicked Willy's, 149, Bleecker Street, Washington Square Village, Greenwich Village, Manhattan, New York County, City of New York, New York, 10012, United States
ok8VAxxZLd05RNEX88GzFg;Beauty Bar;Beauty Bar - Gramercy - New York, NY;307;3;Nightlife, Bars, Dance Clubs, METADATA;231 E 14th St (between 2nd Ave & 3rd Ave) New York, NY 10003 Neighborhood: Gramercy;Mon-Thu 5 pm - 4 am Fri-Sat 7 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Very Loud;Hipster, Divey;No;;Yes;http://thebeautybar.com/;(212) 539-1389;27;554;['https://s3-media0.fl.yelpcdn.com/bphoto/-pmAZPvvBS6CTZdROFFytw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/W9StFuQcabm8veualycg6Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/BGT4ameGxI9ZeSgyd0-nWg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/rvFSOqt1e4ZloxZaKzlkfw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-0zxgQ3Yk4dO3uAmQ1qRvA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/8hLKW8DHt6ajf6zPgkPH8Q/l.jpg'];0.023465703971119134;0.01263537906137184;0.009025270758122744;0.0776173285198556;-73.9857799;40.732876;Beauty Bar, 231, East 14th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10003, United States
i9W3EVA6FjB6lWWSEmhndA;Sake Bar Decibel;Sake Bar Decibel - East Village - New York, NY;491;4;Nightlife, Bars, Restaurants, Japanese, METADATA;240 E 9th St (between Stuyvesant St & 2nd Ave) New York, NY 10003 Neighborhood: East Village;Mon-Sat 6 pm - 3 am Sun 6 pm - 1 am;No;Yes;Street;Casual;No;$$;No;No;No;Yes;No;No;Late Night;Full Bar;Average;Casual, Intimate;No;No;No;http://www.sakebardecibel.com;(212) 979-2733;25;1048;['https://s3-media0.fl.yelpcdn.com/bphoto/S52SgsTFoRWepF7COZ23lw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/7q-_vBrCUOMBIc4fdznfVg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/6XaPW4aRvf0d10uvJkvo1w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/18C5pCRgT5PrMsWoLBIRgg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/OFGof995MoXVp8fu2d5hSQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/brpLWet2lk1Jx_AUW4dZGA/l.jpg'];0.007633587786259542;0.11354961832061068;0.01717557251908397;0.039122137404580155;-73.9877312;40.7292871;Decibel, 240, East 9th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States
iFvDZ-vNGbeAbpFaMnhW2A;Nowhere;Nowhere - East Village - New York, NY;81;3,5;Nightlife, Bars, Gay Bars, METADATA;322 E 14th St (between 1st Ave & 2nd Ave) New York, NY 10003 Neighborhood: East Village;;;No;Street;;Yes;$;;;;;No;;;Full Bar;Very Loud;;Yes;;No;http://groups.google.com/group/now…;(212) 477-4744;7;144;['https://s3-media0.fl.yelpcdn.com/bphoto/5HwmgU6FfoJs20u7DyTdIQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/l7FNZTHuc2sNSnYNaSzYXg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/AfKyK2z2hsi5L_JilvnivQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/YPVcUUcnBtqda7Wm6QjdZw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/pVjFykzu_p2bGBrNMZTfBg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/13tHopCvuLYf7ccizveVvQ/l.jpg'];0.013888888888888888;0.027777777777777776;0.0;0.08333333333333333;-73.9840953;40.7318045;Nowhere, 322, East 14th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States
Xqn0p6yRdfq1IBkwEiNU_g;Phoenix;Phoenix - East Village - New York, NY;67;3,5;Nightlife, Bars, Gay Bars, METADATA;447 E 13th St (between 1st Ave & Avenue A) New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Sun 4 pm - 4 am;;No;Street;;Yes;$;;;;;No;;;Full Bar;Average;;Yes;;No;;(212) 477-9979;13;140;['https://s3-media0.fl.yelpcdn.com/bphoto/mv5Fl8lZqfAjI6R290mrCw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-RJXUZC-oOZ-8md7rFiHcA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/d1p3WPiRWFwVm_wH4Oyy2g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/BD5hOOxUapmCrMMNJxzJcQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/g4qdotcK9h2I8fUafQPVmg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/vMFn1LrVm_6DhHaN-8dM5Q/l.jpg'];0.014285714285714285;0.014285714285714285;0.0;0.12857142857142856;-73.9115750245141;40.67856925;Phoenix Community Garden, Kings County, City of New York, New York, United States
mZtNn99Dk5E96wkXb_UXeQ;Tap A Keg;Tap A Keg - Manhattan Valley - New York, NY;28;3;Nightlife, Bars, Dive Bars, METADATA;2731 Broadway (between 104th St & 105th St) New York, NY 10025 Neighborhood: Manhattan Valley;;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Average;Divey;Yes;;Yes;;(212) 749-1734;1;63;['https://s3-media0.fl.yelpcdn.com/bphoto/yCjlcBdu1tQsyWBXXiv2Pg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/xOV8Kdanyh4MEOwYKw2RFA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/9DIXbJa5mkY4fwRRdFoq_g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/u-MRyzy_uJJpGp-IkPv7CQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/7sqSmB77RSUXW24Z_HjZlg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/xMdqfPouQVfM_OeCoCVc4w/l.jpg'];0.015873015873015872;0.0;0.015873015873015872;0.2698412698412698;-73.9683595;40.8003071;Tap a Keg, 2731, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10025, United States
H1QphdrrsaB472y9HXi2Ow;Death + Company;Death + Company - East Village - New York, NY;696;4;Nightlife, Bars, Lounges, Arts & Entertainment, Music Venues, METADATA;433 E 6th St (between Avenue A & 1st Ave) New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Thu, Sun 6 pm - 1 am Fri-Sat 6 pm - 2 am;No;Yes;Street;;No;$$$;;;;;No;;;Full Bar;Average;Intimate;No;;Yes;http://www.deathandcompany.com;(212) 388-0882;44;1607;['https://s3-media0.fl.yelpcdn.com/bphoto/mtz0XnZ2DymdLImkArN2TA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/NZ-0D-jJd073QcRGhP2Q0Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/7xJdaitJgW5TWYr8TpEfyg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Cyw5Zx0ddm10FwyU4zUwVg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/NUxY-ioEFJLKhV1wmMsCIw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/BEd6plsgNzWsUWbaiLhn_w/l.jpg'];0.005600497822028625;0.10703173615432483;0.019290603609209707;0.023024268823895456;-73.9846566;40.7259358;Death & Company, 433, East 6th Street, Alphabet City, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States
C8K3kTQ2NX5mm4jzQBRVUg;Dive 75;Dive 75 - Upper West Side - New York, NY;139;3,5;Nightlife, Bars, Dive Bars, METADATA;101 W 75th St (between Columbus Ave & Amsterdam Ave) New York, NY 10023 Neighborhood: Upper West Side;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;No;http://www.divebarnyc.com/;(212) 362-7518;17;294;['https://s3-media0.fl.yelpcdn.com/bphoto/ubLvdaajO_EyrRfQiwmbJA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/D5w8Lxsu9re8qVsfwDn5lQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/sAZyqoTKBq4SKopig28npA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/03stgnglIf3qW9dt-h_irw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/JFe3S4x8U2873CfgQaGxVA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/fZqf_705iwW12DWwamgHSg/l.jpg'];0.01020408163265306;0.05102040816326531;0.013605442176870748;0.37755102040816324;-73.9776088;40.7795716;Dive 75, West 75th Street, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States
6tGW6KMFB1rLGInE6sB3KA;Kaia Wine Bar;Kaia Wine Bar - Yorkville - New York, NY;93;4;Nightlife, Bars, Wine Bars, METADATA;1614 3rd Ave (between 90th St & 91st St) New York, NY 10128 Neighborhoods: Yorkville, Upper East Side;Mon-Wed, Sun 5 pm - 11:30 pm Thu 5 pm - 12 pm Fri 5 pm - 12:30 am Sat 3 pm - 12:30 am;;Yes;Street;;No;$$;;;;;No;;;Beer & Wine Only;Average;Romantic, Intimate;No;;;http://www.kaiawinebar.com;(212) 722-0490;14;512;['https://s3-media0.fl.yelpcdn.com/bphoto/J1OiyZpJI-EfMSxr3O341Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/cxqo4KAhNfCd8iZCMgY_XQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/DUD5Pnxc49W4tjxAKMn5Tg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Xax2n-PgtJUbePQEhgqcMA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/AIY_spNLQnNj-V9IyPO3xA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/0Hz33VqlEtRl3bqjxATKSQ/l.jpg'];0.0;0.146484375;0.654296875;0.052734375;-73.9520354;40.7818145;Kaia Wine Bar, 1614, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States
o-FxsaWAM3JwMMqxQb3MbQ;Amsterdam Ale House;Amsterdam Ale House - Upper West Side - New York, NY;113;3;Restaurants, American (Traditional), Nightlife, Bars, Pubs, American (New), METADATA;340 Amsterdam Ave (between 76th St & 77th St) New York, NY 10024 Neighborhood: Upper West Side;Mon-Fri 11:30 am - 4 am Sat-Sun 11 am - 4 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;;Late Night, Dinner;Full Bar;Average;Casual;Yes;No;Yes;http://www.amsterdamalehouse.com/;(212) 362-7260;9;427;['https://s3-media0.fl.yelpcdn.com/bphoto/DSPu9Su5X4Fw0RK_uPSWew/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ih7CO579wUB2NF7X31_vcg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/UZPEzkLxAFR7Rghm3S-i5A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/sAVthk-7s8sl28N77RJwqw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/S28M_EW-B_FBdK93p7ayow/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/0Md2bpnLZ3zkrGqYIo68Cg/l.jpg'];0.01405152224824356;0.01639344262295082;0.02107728337236534;0.47540983606557374;-73.9798992;40.7813756;Amsterdam Ale House, 340, Amsterdam Avenue, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States
PldbjkxtHmWC2QVyV5dAbQ;Wilfie & Nell;Wilfie & Nell - West Village - New York, NY;174;3,5;Nightlife, Bars, Pubs, Lounges, Restaurants, Irish, METADATA;228 W 4th St (between S 7th Ave & S 7 Ave) New York, NY 10014 Neighborhood: West Village;Mon-Wed 4 pm - 3 am Thu-Fri 4 pm - 4 am Sat 12 pm - 4 am Sun 12 pm - 3 am;No;Yes;Street;Casual;Yes;$$;No;No;;Yes;No;No;Late Night, Dinner;Full Bar;Very Loud;Hipster, Casual;No;No;Yes;http://www.wilfieandnell.com;(212) 242-2990;15;368;['https://s3-media0.fl.yelpcdn.com/bphoto/VdiH0hF8YkZeV_Q-Q5qKmQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/O_O5fB0DrrslSzkxlvcpNw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/jBua1DDAkkFb287zIJw9iQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/5V3t5aabmFMQcxtXXKOeQg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/8yeOmzMP7sZq1YRB2GQ1ag/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/87x4BerJNfVEDbCNSNe4TA/l.jpg'];0.021739130434782608;0.08695652173913043;0.04076086956521739;0.16304347826086957;-74.0030242;40.734068;Wilfie & Nell, 228, West 4th Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States
kMxXLrASxsbmS-ZzAaBe-A;Molly's;Molly's - Gramercy - New York, NY;172;4;Restaurants, American (Traditional), Irish, Nightlife, Bars, Pubs, METADATA;287 3rd Ave (between 22nd St & 23rd St) New York, NY 10010 Neighborhood: Gramercy;;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;No;No;Dinner;Full Bar;Average;Casual;Yes;No;Yes;http://www.mollysshebeen.com/;(212) 889-3361;21;554;['https://s3-media0.fl.yelpcdn.com/bphoto/cIkXmMgkRKuzkAKoGk9u6Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/M4ZBorFPMVg5zbQ-L9nc-w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/eE1cYZdZ9GjAG2e2wjunTA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-Z5r6MH9gOm-0Ps0XCvKIQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/QUU0GTaYdf4hOSiDFF3-kg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/X7p5aIDXLgkEklmeuFg6Mw/l.jpg'];0.010830324909747292;0.03429602888086643;0.01263537906137184;0.1552346570397112;-73.98331;40.7382853;Molly's, 287, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10010, United States
-wkcI5M7902hJyhkN1zS3A;124 Old Rabbit Club;124 Old Rabbit Club - Greenwich Village - New York, NY;170;4;Nightlife, Bars, METADATA;124 MacDougal St New York, NY 10012 Neighborhood: Greenwich Village;;;No;Street;;No;$$$;;;;;No;;;Beer & Wine Only;Average;Divey, Casual;No;;No;;(212) 254-0575;9;352;['https://s3-media0.fl.yelpcdn.com/bphoto/suOofUiasv8LOG-5nHteHA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/_9PPLUV42DzH2d2IjtivwA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/EgEsvvhtFem0m9aMpUpJDg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/2sE3gu78EJgy-zGXrIFCdg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/eC7hUoMt3u7gadmMNjRSTw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/MgJQoUFPQN9WltHtI7XSXw/l.jpg'];0.028409090909090908;0.07102272727272728;0.08522727272727272;0.7272727272727273;-74.0003929;40.7299594;Old Rabbit Club, 124, MacDougal Street, University Village, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States
