restaurantID;name;location;reviewCount;rating;categories;address;Hours;GoodforKids;AcceptsCreditCards;Parking;Attire;GoodforGroups;PriceRange;TakesReservations;Delivery;Takeout;WaiterService;OutdoorSeating;WiFi;GoodFor;Alcohol;NoiseLevel;Ambience;HasTV;Caters;WheelchairAccessible;webSite;phoneNumber;filReviewCount
4sFtqv--s7emZ5MP9osvbg;Posh;Posh - Hell's Kitchen - New York, NY;96;3,5;Nightlife, Bars, Gay Bars, METADATA;405 W 51st St (between 9th Ave & 10th Ave) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West;Mon-Sun 4 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;No;http://www.poshbarnyc.com/;(212) 957-2222;21
kBteLDrKRdI6-5WQqHkxsQ;Tailor;Tailor - CLOSED - South Village - New York, NY;67;4;Restaurants, American (New), Nightlife, Bars, Lounges, METADATA;525 Broome St (between Sullivan St & Thompson St) New York, NY 10013 Neighborhood: South Village;;No;Yes;Street;Casual;Yes;$$$;Yes;No;No;Yes;No;;Dinner;Full Bar;;;;;Yes;http://www.tailornyc.com;(212) 334-5182;5
dXhafohJ5uqlmL5o3WN3Ow;Barna;Barna - CLOSED - Flatiron - New York, NY;29;3;Nightlife, Bars, Lounges, Restaurants, Tapas Bars, METADATA;365 Park Ave S New York, NY 10079 Neighborhood: Flatiron;;No;Yes;Street;Dressy;Yes;$$$;Yes;;;Yes;Yes;;;Full Bar;;;;;No;http://www.barnarestaurant.com;(212) 532-8300;1
mIhqKMgru4002wfrVW-Gfw;ChikaLicious Dessert Bar;ChikaLicious Dessert Bar - East Village - New York, NY;657;4;Food, Desserts, Coffee & Tea, Nightlife, Bars, Wine Bars, METADATA;203 E 10th St (between 1st Ave & 2nd Ave) New York, NY 10003 Neighborhood: East Village;Thu-Sun 3 pm - 10:30 pm;;Yes;Street;;No;$$;;;;;No;No;;Beer & Wine Only;Quiet;Trendy, Casual;No;;Yes;http://www.chikalicious.com;(212) 995-9511;36
3PiuzRpzr1vNFTs3UoSogA;Lafayette Grill;Lafayette Grill - CLOSED - Chinatown - New York, NY;27;2;Nightlife, Bars, Restaurants, Mediterranean, Greek, METADATA;54 Franklin St (between Cortlandt Aly & Lafayette St) New York, NY 10013 Neighborhood: Chinatown;;No;Yes;Street;Casual;Yes;$$$;Yes;No;Yes;Yes;No;No;Dinner;Full Bar;Loud;Divey;Yes;;Yes;http://www.lafgrill.com;(212) 732-5600;13
sAHHolV823rtvXdH0Fd3zg;The Magician;The Magician - Lower East Side - New York, NY;106;3,5;Nightlife, Bars, METADATA;118 Rivington St (between Essex St & Norfolk St) New York, NY 10002 Neighborhood: Lower East Side;;;No;Street;;Yes;$;;;;;No;;;Full Bar;Average;;No;;Yes;;(212) 673-7851;3
xh9vrGDaAQIfhlDUJliJsw;The Trailer Park Lounge;The Trailer Park Lounge - Chelsea - New York, NY;302;3,5;Restaurants, Nightlife, Bars, METADATA;271 W 23rd St (between 7th Ave & 8th Ave) New York, NY 10011 Neighborhood: Chelsea;Mon-Sun 12 pm - 2 am;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;No;;Late Night;Full Bar;Average;Divey;Yes;No;Yes;http://www.trailerparklounge.com;(212) 463-8000;44
BQQsPt59OI7IGoc91hCuyg;Bar Americain;Bar Americain - Midtown West - New York, NY;608;3,5;Restaurants, American (New), Nightlife, Bars, METADATA;152 W 52nd St (between 7th Ave & Avenue Of The Americas) New York, NY 10019 Neighborhoods: Midtown West, Theater District;;No;Yes;Street;Dressy;Yes;$$$;Yes;No;No;Yes;No;No;Dinner;Full Bar;Average;Classy;No;No;Yes;http://www.baramericain.com;(212) 265-9700;73
VNee09tB2NVGTe3g1tFylw;Pete's Tavern;Pete's Tavern - Union Square - New York, NY;208;3,5;Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA;129 E 18th St (between 3rd Ave & Irving Pl) New York, NY 10003 Neighborhoods: Union Square, Gramercy, Flatiron;;No;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;Yes;No;Dinner;Full Bar;Loud;Casual;Yes;;Yes;http://www.petestavern.com/;(212) 473-7676;21
lHGQM__w1x5Dxiq3aRPCTQ;Whitehorse Tavern;Whitehorse Tavern - Financial District - New York, NY;46;3,5;Nightlife, Bars, Pubs, Restaurants, Burgers, METADATA;25 Bridge St New York, NY 10004 Neighborhood: Financial District;Mon-Tue 8 am - 1 am Wed-Fri 8 am - 4 am Sat 10 am - 11 pm;No;Yes;Street;Casual;Yes;$;No;No;Yes;Yes;No;No;Dinner;Full Bar;Average;Divey;Yes;Yes;;;(212) 668-9046;7
nWMqZO8yAEbpppY4WYNjNg;The Sixth Ward;The Sixth Ward - Lower East Side - New York, NY;135;3,5;Restaurants, Irish, Nightlife, Bars, Pubs, Breakfast & Brunch, METADATA;191 Orchard St (between Stanton St & Houston St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Wed 4 pm - 4 am Thu-Fri 12 pm - 4 am Sat-Sun 11 am - 4 am;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;Yes;Free;Late Night;Full Bar;Average;Casual;Yes;;No;http://www.sixthwardnyc.com;(212) 228-9888;9
mBpORUUR_ZB3qbpjDzCjpg;300 New York;300 New York - New York, NY;95;3;Active Life, Bowling, Nightlife, Bars, METADATA;Pier 60 60 W 23rd St New York, NY 10011;Mon-Thu, Sun 9 am - 1 am Fri-Sat 9 am - 3 am;Yes;Yes;Garage;;Yes;$$$;;;;;No;;;Full Bar;Loud;Trendy, Upscale, Casual;Yes;;Yes;http://www.3hundred.com/new_york.h…;(212) 835-2695;13
_5BoZ_C5zEl5M_MxT1W39w;Cascabel Taqueria;Cascabel Taqueria - Manhattan Valley - New York, NY;78;3;Restaurants, Mexican, Nightlife, Bars, METADATA;2799 Broadway 108th St New York, NY 10025 Neighborhood: Manhattan Valley;Mon-Thu, Sun 11 am - 12 am Fri-Sat 11 am - 1 am;Yes;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;Yes;No;Lunch, Dinner;Full Bar;Average;Casual;Yes;Yes;;http://www.nyctacos.com;(212) 665-1500;19
hGo9KArKThuOKxNbwmNpoA;Ruby's;Ruby's - Nolita - New York, NY;234;4;Restaurants, American (Traditional), American (New), Nightlife, Bars, METADATA;219 Mulberry St (between Spring St & Prince St) New York, NY 10012 Neighborhood: Nolita;Mon-Sun 10 am - 10:30 pm;No;No;Street;Casual;No;$$;No;Yes;Yes;Yes;No;No;Lunch, Dinner;Beer & Wine Only;Average;Hipster, Casual;No;No;No;http://www.rubyscafe.us;(212) 925-5755;23
y6XohzcYjUAQOD8U3NT_yw;The Stag's Head;The Stag's Head - Midtown East - New York, NY;121;4;Nightlife, Bars, Pubs, METADATA;252 E 51st St Ste 1 (between 3rd Ave & 2nd Ave) New York, NY 10022 Neighborhood: Midtown East;Mon-Sat 11 am - 4 am Sun 12 pm - 4 am;;Yes;Garage, Street;;Yes;$$;;;;;Yes;;;Full Bar;Average;Casual;Yes;;Yes;http://www.thestagsheadnyc.com;(212) 888-2453;11
y64lCrHGTsrRuDmhoUA0nw;Niall's;Niall's - Midtown East - New York, NY;20;4;Nightlife, Bars, Pubs, METADATA;218 E 52nd St (between 3rd Ave & 2nd Ave) New York, NY 10022 Neighborhood: Midtown East;Mon-Fri 11:30 am - 4 am Sat 12 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;No;http://www.niallson52nd.com;(212) 888-4648;5
iWiePE6BCP-ZxB-7macwtQ;The Cock;The Cock - East Village - New York, NY;63;3,5;Nightlife, Bars, Dive Bars, Gay Bars, METADATA;29 2nd Ave New York, NY 10003 Neighborhood: East Village;Mon-Sun 11 pm - 4 am;;No;Street;;Yes;$;;;;;No;;;Full Bar;Loud;;;;No;http://thecockbar.com;(212) 473-9406;9
kWyz_wmazyLRWd3MqWlvqQ;Rattle 'N' Hum;Rattle 'N' Hum - Midtown East - New York, NY;265;4;Nightlife, Bars, Pubs, Restaurants, American (New), METADATA;14 E 33rd St (between 5th Ave & Madison Ave) New York, NY 10016 Neighborhood: Midtown East;;No;Yes;Street;Casual;Yes;$$;No;No;No;Yes;No;No;Late Night, Lunch, Dinner;Full Bar;Loud;Casual;Yes;No;Yes;http://www.rattlenhumbarnyc.com;(212) 481-1586;16
AZU2XIkgpBGXI06DdWJccQ;Bar On A;Bar On A - East Village - New York, NY;87;3,5;Nightlife, Bars, Lounges, METADATA;170 Ave A New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Fri 3 pm - 4 am Sat-Sun 1 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Very Loud;;No;;Yes;http://www.baronanewyork.com;(212) 353-8231;5
XVMzBs7wGeU5BWgyBL3xyQ;Ardesia;Ardesia - Hell's Kitchen - New York, NY;114;4;Nightlife, Bars, Wine Bars, Restaurants, Tapas/Small Plates, METADATA;510 W 52nd St (at 11th Ave) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West;Mon-Wed 5 pm - 12 am Thu-Sat 5 pm - 2 am Sat-Sun 12 pm - 4 pm Sun 5 pm - 11 pm;No;Yes;Garage, Street;Casual;Yes;$$;Yes;;No;Yes;Yes;No;Dinner;Beer & Wine Only;Average;Romantic, Intimate;No;No;Yes;http://www.ardesia-ny.com;(212) 247-9191;7
bie2WjUhJj1FaJlcr86_fg;Meade's Restaurant;Meade's Restaurant - Financial District - New York, NY;79;3,5;Restaurants, Breakfast & Brunch, Nightlife, Bars, METADATA;22 Peck Slip (between Pearl St & Water St) New York, NY 10038 Neighborhoods: Financial District, South Street Seaport;Mon, Sun 12 pm - 12 am Tue-Sat 12 pm - 2 am;No;Yes;Street;Casual;Yes;$$;No;No;Yes;No;Yes;No;Brunch;Full Bar;Average;Casual;Yes;No;Yes;http://meadespub.com/;(212) 791-1818;8
HPZ1K623Ve_yR6DLY4UbQA;White Horse Tavern;White Horse Tavern - West Village - New York, NY;178;3;Nightlife, Bars, Pubs, Restaurants, Burgers, METADATA;567 Hudson St (between 11th St & Perry St) New York, NY 10014 Neighborhood: West Village;;No;No;Street;Casual;Yes;$$;No;No;No;Yes;Yes;No;Late Night;Full Bar;Average;Casual;Yes;No;Yes;http://www.whitehorsetavernnyc.com;(646) 783-8979;13
ALjZDe2lAeN5JZjst6UD_w;Amsterdam Tavern;Amsterdam Tavern - Manhattan Valley - New York, NY;87;4;Nightlife, Bars, METADATA;938 Amsterdam Ave (between 106th St & 107th St) New York, NY 10025 Neighborhood: Manhattan Valley;Mon, Sun 12 pm - 3 am Tue-Sat 12 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;Yes;http://amsterdamtavernnyc.com/;(212) 280-8070;39
wDBjB69YFr1njRPejlkcrA;Snafu;Snafu - Midtown East - New York, NY;95;3,5;Nightlife, Bars, Dive Bars, METADATA;127 E 47th St (between 3rd Ave & Lexington Ave) New York, NY 10017 Neighborhood: Midtown East;;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Average;Divey;Yes;;No;http://snafunyc.com;(212) 317-9100;4
VCoSWqRuQVvyKS32sZqgRw;Standings;Standings - East Village - New York, NY;98;4;Nightlife, Bars, Sports Bars, METADATA;43 E 7th St (between 2nd Ave & Taras Shevchenko Pl) New York, NY 10003 Neighborhood: East Village;;;Yes;Street;;Yes;$$;;;;;No;;;Beer & Wine Only;Average;Divey, Casual;Yes;;Yes;http://www.standingsbar.com;(212) 420-0671;1
XItv8qjvZojliRspQjxY6A;White Star;White Star - CLOSED - Lower East Side - New York, NY;142;4;Nightlife, Bars, Lounges, METADATA;21 Essex St (between Division St & Rutgers St) New York, NY 10002 Neighborhood: Lower East Side;;;No;Street;;No;$$;;;;;No;;;Full Bar;Average;Intimate;No;;No;;(212) 995-5464;6
srhEv1OqoK9W5JRdiMWDyw;AYZA Wine & Chocolate Bar;AYZA Wine & Chocolate Bar - Midtown West - New York, NY;346;3,5;Nightlife, Bars, Wine Bars, Food, Desserts, METADATA;11 W 31st St (between 5th Ave & Broadway) New York, NY 10001 Neighborhoods: Midtown West, Koreatown;Mon-Thu 12 pm - 12 am Fri-Sat 12 pm - 1 am Sun 5 pm - 11 pm;;Yes;Garage, Street;;No;$$;;;;;Yes;;;Full Bar;Average;Romantic;No;;Yes;http://www.ayzanyc.com/;(212) 714-2992;62
Rpw8mQPKJb8esVjosT4Sog;Valhalla;Valhalla - Hell's Kitchen - New York, NY;199;4;Nightlife, Bars, Pubs, METADATA;815 9th Ave (between 53rd St & 54th St) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West, Theater District;Mon-Sun 12 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;Casual;Yes;;Yes;http://valhallabarnyc.com;(212) 757-2747;19
kssZaJXKoe3hG9wZHDLqAA;La Barrique;La Barrique - Midtown West - New York, NY;60;2,5;Restaurants, French, Nightlife, Bars, Wine Bars, METADATA;38 W 39th St (between Avenue Of The Americas & 5th Ave) New York, NY 10018 Neighborhood: Midtown West;Mon-Fri 10 am - 2 am Sat 4 pm - 2 am;No;Yes;Street;Casual;Yes;$$$;Yes;No;Yes;Yes;No;No;Dinner;Full Bar;Average;Romantic, Casual, Intimate;Yes;Yes;;http://www.labarriquenyc.com;(212) 221-1971;29
cubpdCqp-jFLN11rtGhfbA;Sidewalk Cafe;Sidewalk Cafe - East Village - New York, NY;205;3,5;Nightlife, Bars, Restaurants, American (Traditional), Arts & Entertainment, Music Venues, Cafes, METADATA;94 Ave A New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Thu 11 am - 4 am Fri-Sat 11 am - 11 am;No;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;Yes;Free;Late Night;Full Bar;Average;Casual;Yes;;Yes;http://www.sidewalkny.com;(212) 473-7373;48
JL_p-OHtSEYVfoeLQQgqDA;Casellula;Casellula - Hell's Kitchen - New York, NY;447;4;Nightlife, Bars, Wine Bars, Restaurants, American (New), METADATA;401 W 52nd St (between 9th Ave & 10th Ave) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West;Mon-Sun 5 pm - 2 am;No;Yes;Street;Casual;No;$$$;No;No;No;Yes;No;No;Dinner;Beer & Wine Only;Average;Romantic, Intimate;No;No;No;http://www.casellula.com;(212) 247-8137;34
krXmBjEgDId8ve7zUqXmDA;Mae Mae Café;Mae Mae Café - South Village - New York, NY;46;4;Nightlife, Bars, Wine Bars, Restaurants, American (New), Event Planning & Services, Venues & Event Spaces, METADATA;68 Vandam St (between Hudson St & Varick St) New York, NY 10013 Neighborhood: South Village;Mon-Tue, Fri 11:30 am - 4 pm Wed 11:30 am - 10 pm Thu 11:30 am - 7 pm;Yes;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;;;Lunch;Full Bar;Quiet;Casual;No;;;http://www.greatperformances.com/c…;(212) 924-5109;11
3004g82RXwKoqaenSqBVEg;George Keeley's;George Keeley's - Upper West Side - New York, NY;141;4;Nightlife, Bars, Pubs, Restaurants, American (Traditional), Sports Bars, METADATA;485 Amsterdam Ave (between 84th St & 83rd St) New York, NY 10024 Neighborhood: Upper West Side;;No;Yes;Street;Casual;Yes;$$;No;No;No;No;No;No;Late Night;Full Bar;Average;Casual;Yes;No;Yes;http://www.georgekeeley.com;(212) 873-0251;10
yyyTWfHC0LEvupj87LvfDg;Vlada Lounge;Vlada Lounge - Hell's Kitchen - New York, NY;122;4;Nightlife, Bars, Gay Bars, METADATA;331 W 51st St (between 8th Ave & 9th Ave) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West, Theater District;Mon-Tue, Thu-Sun 4 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;Trendy;Yes;;No;http://www.vladabar.com;(212) 974-8030;24
W7dVwt3ee2oDlRpiWwgnEA;Vino Vino;Vino Vino - CLOSED - TriBeCa - New York, NY;80;4;Nightlife, Bars, Wine Bars, Lounges, METADATA;211 W Broadway New York, NY 10013 Neighborhood: TriBeCa;;;Yes;Street;;Yes;$$;;;;;Yes;;;Beer & Wine Only;Quiet;Trendy, Intimate;No;;Yes;http://vinovino.net;(212) 925-8510;6
6hKUiA_vk_DiblFTLYVUgw;Duke's;Duke's - Gramercy - New York, NY;169;3;Restaurants, American (Traditional), Nightlife, Bars, Sports Bars, METADATA;99 E 19th St (between Broadway & S Park Ave) New York, NY 10003 Neighborhoods: Gramercy, Flatiron;Mon-Wed 12 pm - 12 am Thu-Fri 12 pm - 1 am Sat-Sun 11:30 am - 12 am;Yes;Yes;Garage, Street, Private Lot;Casual;Yes;$$;Yes;Yes;Yes;Yes;Yes;No;Dinner;Full Bar;Loud;Divey;Yes;;Yes;http://dukesnyc.com;(212) 260-2922;21
IEf0hEQ09qiny0dc7WXAOg;Maison;Maison - Midtown West - New York, NY;166;3;Restaurants, French, Nightlife, Bars, Breakfast & Brunch, METADATA;1700 Broadway (between 53rd St & 54th St) New York, NY 10019 Neighborhoods: Midtown West, Theater District;;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;No;Late Night, Dinner;Full Bar;Average;Touristy, Casual;No;;Yes;http://www.maisonnyc.com;(212) 757-2233;16
PhCLXDFAB0xZhd96fcRqNw;Uncle Charlie's;Uncle Charlie's - Midtown East - New York, NY;16;3;Nightlife, Bars, Gay Bars, METADATA;139 E 45th St 2nd Fl (between Lexington Ave & 3rd Ave) New York, NY 10017 Neighborhood: Midtown East;;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Average;;Yes;;No;http://www.unclecharliesnyc.com/;(212) 661-9097;4
IXPoI-rAzR_OVS6Lm5lNWA;The Glass Bar at Hotel Indigo;The Glass Bar at Hotel Indigo - Chelsea - New York, NY;42;3;Nightlife, Bars, Lounges, METADATA;127 W 28th St Rooftop (between Avenue Of The Americas & 7th Ave) New York, NY 10001 Neighborhood: Chelsea;;;Yes;Street;;Yes;$$$;;;;;Yes;;;Full Bar;Average;;No;;Yes;http://www.indigochelsea.com/;(212) 973-9000;3
I4i0ZpoMDmQSNnHOtml0wA;Maggie's Place;Maggie's Place - Midtown East - New York, NY;34;3;Nightlife, Bars, Pubs, Restaurants, American (New), METADATA;21 E 47th St (between 5th Ave & Madison Ave) New York, NY 10017 Neighborhood: Midtown East;Mon-Sun 11:30 am - 12 am;No;Yes;Street;Casual;Yes;$$;Yes;;;Yes;No;;Lunch;Full Bar;Average;;Yes;;Yes;http://www.maggiesnyc.com;(212) 753-5757;7
gT7M8Qxq7wXwz4rY0Ltb2g;Southwest Porch;Southwest Porch - Midtown West - New York, NY;49;3,5;Restaurants, American (New), Nightlife, Bars, METADATA;Bryant Park 40th St and 6th Ave New York, NY 10018 Neighborhoods: Midtown West, Theater District;;No;Yes;;Casual;Yes;$$;No;No;Yes;Yes;Yes;Free;Lunch, Dinner;Full Bar;Average;Casual;No;No;Yes;http://www.bryantpark.org/things-t…;;3
uqFzDJL2kkG0fBVRaU1A4Q;Pop Burger;Pop Burger - Chelsea - New York, NY;343;3,5;Nightlife, Bars, Lounges, Restaurants, Burgers, METADATA;58-60 9th Ave New York, NY 10011 Neighborhoods: Chelsea, Meatpacking District;Mon-Tue 10:30 am - 12 am Wed, Sun 10:30 am - 2 am Thu 10:30 am - 4 am Fri-Sat 10:30 am - 5 am;Yes;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;No;No;Late Night, Dinner;Full Bar;Average;Trendy;No;No;Yes;http://www.popburger.com;(212) 414-8686;31
l5_AVUx_Er6nl_YOu4RJrg;Punch Restaurant & Wined Up Wine Bar;Punch Restaurant & Wined Up Wine Bar - Flatiron - New York, NY;226;3,5;Nightlife, Bars, Wine Bars, Restaurants, Tapas/Small Plates, American (New), METADATA;913 Broadway 2nd Fl (between 20th St & 21st St) New York, NY 10010 Neighborhood: Flatiron;Mon-Thu 5 pm - 11 pm Fri-Sat 5 pm - 12 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;;Dinner;Full Bar;Loud;Classy, Trendy, Casual;Yes;;No;http://www.punchrestaurant.com/win…;(212) 673-6333;15
n9k_IC4VSRcoF3wV0bG8cQ;B Bar & Grill;B Bar & Grill - East Village - New York, NY;342;3;Restaurants, American (Traditional), Nightlife, Bars, METADATA;40 E 4th St (between 8th St & 9th St) New York, NY 10003 Neighborhoods: East Village, NoHo;Mon 11 am - 1 am Tue-Thu 11 am - 2 am Fri 11 am - 4 am Sat 10 am - 4 am Sun 10 am - 1 am;No;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;Yes;No;Late Night;Full Bar;Average;Trendy, Casual;No;No;Yes;http://www.bbarandgrill.com;(212) 475-2220;35
rxBaX6KOC8wb3HAiwWGlHQ;Players Sports Restaurant & Lounge;Players Sports Restaurant & Lounge - Midtown West - New York, NY;109;3,5;Nightlife, Bars, Sports Bars, Lounges, Karaoke, METADATA;25 W 32nd St 2nd Fl (between 5th Ave & Broadway) New York, NY 10001 Neighborhoods: Midtown West, Koreatown;Mon-Wed 5 pm - 2 pm Thu 5 pm - 3 pm Fri-Sat 5 pm - 4 pm;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;Trendy, Casual;Yes;;Yes;;(212) 868-2029;6
Rbm8W3kgisxD0KVk_HKIBw;Swift;Swift - NoHo - New York, NY;198;4;Restaurants, Nightlife, Bars, METADATA;34 E 4th St (between Astor Pl & Lafayette St) New York, NY 10003 Neighborhood: NoHo;Mon-Sun 12 pm - 4 am;No;Yes;Street;Casual;Yes;$$;No;No;No;Yes;No;No;Late Night;Full Bar;Average;Casual;No;No;Yes;http://www.swiftnycbar.com;(212) 227-9438;6
4PZevBTEkP9psaKJHfqEmg;Katwalk Bar & Lounge;Katwalk Bar & Lounge - CLOSED - Midtown West - New York, NY;131;3;Nightlife, Bars, Lounges, Restaurants, American (New), METADATA;2 W 35th St (between Avenue Of The Americas & 5th Ave) New York, NY 10001 Neighborhood: Midtown West;;No;Yes;Street;Dressy;Yes;$$;Yes;No;No;Yes;Yes;No;Late Night;Full Bar;Loud;Trendy;Yes;No;Yes;http://katwalknyc.com;(212) 594-9343;67
zxMoUHqFiI3rKoKdY8SFwg;Chevys Fresh Mex;Chevys Fresh Mex - Midtown West - New York, NY;154;3;Restaurants, Mexican, Nightlife, Bars, METADATA;259 W 42nd St (between 7th Ave & 8th Ave) New York, NY 10036 Neighborhoods: Midtown West, Theater District;Mon-Thu, Sun 11 am - 12 am Fri-Sat 11 am - 1 am;Yes;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;No;Dinner;Full Bar;Average;Touristy, Casual;Yes;Yes;Yes;http://www.chevys.com;(212) 302-4010;28
7F9wHVknF_UW4OFVUDxtZQ;Amber;Amber - Kips Bay - New York, NY;165;3,5;Restaurants, Sushi Bars, Japanese, Nightlife, Bars, Lounges, METADATA;381 3rd Ave (between 27th St & 28th St) New York, NY 10016 Neighborhood: Kips Bay;Mon-Fri 11:30 am - 12 am Sat-Sun 12 pm - 12 am;No;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;No;No;Lunch, Dinner;Full Bar;Average;Trendy;Yes;No;Yes;http://www.ambergramercy.com;(212) 686-6388;9
L6M-FgVm0-_HNKLCsnwIeg;Blaggards Pub;Blaggards Pub - Midtown West - New York, NY;26;2;Nightlife, Bars, Pubs, Restaurants, Irish, METADATA;8 W 38th St (between 5th Ave & Avenue Of The Americas) New York, NY 10018 Neighborhood: Midtown West;Mon-Tue 11 am - 2 am Wed 11 am - 3 am Thu-Sat 11 am - 4 am Sun 11 am - 10 pm;No;Yes;Street;Casual;Yes;$$;;;;Yes;No;Free;Lunch;Full Bar;Loud;;Yes;;Yes;;(212) 382-2611;19
CreZ5LbLQ9pb5QDO-UnYGQ;O'Casey's;O'Casey's - Midtown East - New York, NY;43;3,5;Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA;22 E 41st St (between 5th Ave & Madison Ave) New York, NY 10017 Neighborhood: Midtown East;;No;Yes;;Casual;Yes;$$;;;;Yes;No;;Lunch, Dinner;Full Bar;Loud;Casual;Yes;;Yes;http://ocaseysnyc.com/;(212) 685-6807;5
_PLrUyAPY_TMgKvdp5yV7A;White Rabbit;White Rabbit - Lower East Side - New York, NY;191;3,5;Nightlife, Bars, Lounges, Food, Coffee & Tea, METADATA;145 E Houston St (between East Houston St & Chrystie St) New York, NY 10002 Neighborhood: Lower East Side;Mon 8 am - 9 pm Tue-Wed 8 am - 12 am Thu 8 am - 2 am Fri 8 am - 4 am Sat 9 am - 4 am Sun 9 am - 9 pm;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;Casual;No;;Yes;http://www.whiterabbitnyc.com;(212) 477-5005;12
4WDIwsupzB5XNdjFO_plQg;Perdition;Perdition - Hell's Kitchen - New York, NY;50;3,5;Nightlife, Bars, Lounges, Pubs, METADATA;692 10th Ave (between 48th St & 49th St) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West;Mon-Thu 1 pm - 4 am Fri-Sun 12 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;Casual;Yes;;Yes;http://www.perditionnyc.com;(212) 582-5660;8
GAyThpfZNU3IPv3vIwQ-FA;Kate's Joint;Kate's Joint - CLOSED - East Village - New York, NY;257;3,5;Restaurants, Vegetarian, Nightlife, Bars, METADATA;58 Ave B New York, NY 10009 Neighborhoods: East Village, Alphabet City;;Yes;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;No;;Lunch, Dinner;Full Bar;Average;Casual;Yes;Yes;Yes;;(212) 777-7059;36
XoDR_T-ZKYJtZgCocEDcyA;Print;Print - Hell's Kitchen - New York, NY;117;4;Restaurants, American (New), Nightlife, Bars, Lounges, METADATA;653 11th Ave (between 47th St & 48th St) New York, NY 10036 Neighborhoods: Hell's Kitchen, Midtown West;;No;Yes;Street, Valet;Dressy;Yes;$$$;Yes;No;No;Yes;No;No;Dinner;Full Bar;Average;Classy;No;No;Yes;http://printrestaurant.com/;(212) 757-2224;12
rapeebOX5Adw1qrYDIMamA;Professor Thom's;Professor Thom's - East Village - New York, NY;224;3,5;Nightlife, Bars, METADATA;219 2nd Ave (between 13th St & 14th St) New York, NY 10003 Neighborhood: East Village;Mon 12 pm - 1 am Tue-Thu, Sun 12 pm - 2 am Fri-Sat 12 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;Casual;Yes;;No;http://www.professorthoms.com;(212) 260-9480;20
peVrEDVr7Cn4QirA0JCGnA;Bar 82;Bar 82 - East Village - New York, NY;68;3,5;Nightlife, Bars, METADATA;136 2nd Ave (between 9th St & St Marks Pl) New York, NY 10003 Neighborhood: East Village;;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Loud;Divey, Casual;Yes;;Yes;;(212) 228-8636;10
2C9gqMho_UgN6mSccOp6oA;Lunasa Bar & Restaurant;Lunasa Bar & Restaurant - East Village - New York, NY;89;4;Nightlife, Bars, Pubs, Restaurants, Irish, METADATA;126 1st Ave (between 7th St & St Marks Pl) New York, NY 10009 Neighborhood: East Village;Mon-Fri 2 pm - 4 am Sat-Sun 11:30 am - 4 am;No;Yes;Street;Casual;Yes;$$;;;;;Yes;No;Late Night;Full Bar;Average;Casual;Yes;No;Yes;http://www.lunasabar.com;(212) 228-8580;3
